,user_ID,service,task_content_category,service_tasks,source_1,source_2,source_3,source_4,source_5,source_6,physical_strength,physical_dexterity,physical_navigation,information_processing,problem_solving,serving/attending,teaching/training/coaching,selling/influencing,managing/coordinating,caring,NRA,RM,NRM,RC,NRI,organisation,govuk_start_page_url,topic,priority,retired,verb,service_category,excluded,send_physical_letters,receive_physical_letters,manual_document_checking,identity_check,task_count,popularity,interpersonal_interaction,team_structure,form_type,rubric_score_manual,rubric_score_GPT3.5,rubric_score_GPT4,task_group_category,RTI_NRA,RTI_RM,RTI_NRM,RTI_RC,RTI_NRI,RTI,RTI_perc
10,2,apply for qualified teacher status (qts) in england,"['information processing', 'problem solving']","['examining applications and relevant documents and determining whether a licence can be granted and the conditions which should be attached', 'performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'recording, preparing, sorting, classifying and filing information', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided']",https://apply-for-qts-in-england.education.gov.uk/eligibility/start,,,,,,0,0,0,1,1,0,0,0,0,0,1,0,0,4,0,Department for Education,https://apply-for-qts-in-england.education.gov.uk/,"Education, training and skills",False,False,Apply,Transactional service,False,No,No,,,5,0,,,,,,,"['NRA', 'RC']",0.2,0.0,0.0,0.8,0.0,0.6000000000000001,80.0
11,1,submit an employment intermediary report,['information processing'],"['performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'recording, preparing, sorting, classifying and filing information', 'preparing reports and correspondence of a routine nature', 'verifying the accuracy of information provided', 'obtaining and compiling statistical or actuarial data based on routine or special sources of information', 'writing business and government correspondence such as replies to requests for information and assistance, damage claims, credit and billing enquiries and service complaints']",https://www.gov.uk/send-employment-intermediary-report,https://www.gov.uk/government/publications/employment-intermediaries-report-template,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,HM Revenue and Customs,https://www.tax.service.gov.uk/gg/sign-in?continue=/employment-intermediary-report/distribute-requests/&origin=ei-frontend,Money and tax,False,False,Submit,Transactional service,False,No,No,,,6,0,,,,,,,"['RC', 'NRI']",0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.6666666666666667,83.33333333333334
12,1,change your address or your legal representative's details,"['information processing', 'problem solving', 'serving/attending', 'physical dexterity']","['coordinating and cooperating with other agencies involved in law enforcement, deportation and prosecution', 'performing related administrative tasks to record findings, transactions, violations and determinations', 'recording, preparing, sorting, classifying and filing information', 'preparing reports and correspondence of a routine nature', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided', 'writing business and government correspondence such as replies to requests for information and assistance, damage claims, credit and billing enquiries and service complaints', 'sorting, opening and sending mail']",https://eforms.homeoffice.gov.uk/outreach/AddressUpdate.ofml,https://www.gov.uk/change-circumstances-visa-brp,,,,,0,1,0,1,1,1,0,0,0,0,0,1,0,6,1,Home Office,https://visa-address-update.service.gov.uk/,"Passports, travel and living abroad",False,False,Change,Transactional service,False,No,Yes,,,8,0,,,,,,,"['RM', 'RC', 'NRI']",0.0,0.125,0.0,0.75,0.125,0.75,87.5
13,1,get your document legalised,"['information processing', 'problem solving', 'serving/attending', 'physical dexterity']","['performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'preparing legal documents including trial briefs, pleadings, appeals, wills and contracts and preparing, papers summarizing legal positions or setting out conditions of loans or insurance', 'assisting clients to identify and access community resources including legal, medical and financial assistance, housing, employment, transportation, assistance with moves, day care and other referral services ', 'recording, preparing, sorting, classifying and filing information', 'responding to telephone or electronic enquiries or forwarding to appropriate person', 'transcribing information onto computers, and proofreading and correcting copy', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided', 'writing business and government correspondence such as replies to requests for information and assistance, damage claims, credit and billing enquiries and service complaints', 'receiving and verifying payment by cash, cheque, credit card or automatic debit in stores, ticket offices or similar establishments', 'sorting, opening and sending mail']",https://www.gov.uk/get-document-legalised/print,,,,,,0,1,0,1,1,1,0,0,0,0,0,1,0,9,1,"Foreign, Commonwealth & Development Office",https://www.get-document-legalised.service.gov.uk/select-service,"Passports, travel and living abroad",False,False,Get,Transactional service,False,No,Yes,,,11,0,,,,,,,"['RM', 'RC', 'NRI']",0.0,0.09090909090909091,0.0,0.8181818181818182,0.09090909090909091,0.8181818181818182,90.90909090909092
14,1,apply for a refugee integration loan,"['information processing', 'problem solving', 'serving/attending']","['examining applications and other relevant documents to determine types and amounts of benefit which individuals are eligible to receive', 'performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'assisting clients to identify options and develop plans of action while providing necessary support and assistance', 'assisting clients to identify and access community resources including legal, medical and financial assistance, housing, employment, transportation, assistance with moves, day care and other referral services ', 'recording, preparing, sorting, classifying and filing information', 'preparing reports and correspondence of a routine nature', 'responding to telephone or electronic enquiries or forwarding to appropriate person', 'verifying the accuracy of information provided', 'providing information and answering questions concerning benefits and claims procedures', 'writing business and government correspondence such as replies to requests for information and assistance, damage claims, credit and billing enquiries and service complaints']",https://www.gov.uk/refugee-integration-loan/print,,,,,,0,0,0,1,1,1,0,0,0,0,0,0,0,7,3,UK Visas and Immigration,https://www.apply-for-refugee-integration-loan.service.gov.uk,Visas and immigration,False,False,Apply,Transactional service,False,No,No,,,10,0,,,,,,,"['RC', 'NRI']",0.0,0.0,0.0,0.7,0.3,0.39999999999999997,70.0
15,1,complain about uk visas and immigration (ukvi),"['information processing', 'serving/attending']","['recording, preparing, sorting, classifying and filing information', 'verifying the accuracy of information provided', 'writing business and government correspondence such as replies to requests for information and assistance, damage claims, credit and billing enquiries and service complaints']",https://www.gov.uk/complain-uk-visas-immigration,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,Home Office,https://www.ukvi-complaints.homeoffice.gov.uk/reason,Visas and immigration,False,False,Complain,Transactional service,False,No,No,,,3,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
16,2,claim additional payments for teaching,"['information processing', 'problem solving']","['examining applications and other relevant documents to determine types and amounts of benefit which individuals are eligible to receive', 'performing related administrative tasks to maintain client records and prepare reports on determinations regarding eligibility, referral decisions, termination of benefits and abuse or fraud', 'recording, preparing, sorting, classifying and filing information', 'verifying the accuracy of information provided']",https://www.gov.uk/guidance/claim-a-payment-for-teaching-maths-or-physics,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,Department for Education,https://www.claim-additional-teaching-payment.service.gov.uk/additional-payments/landing-page,"Education, training and skills",False,False,Claim,Transactional service,False,No,No,,,4,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
17,2,manage training for early career teachers,['information processing'],"['recording, preparing, sorting, classifying and filing information', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided']",https://manage-training-for-early-career-teachers.education.gov.uk/,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,Department for Education,https://manage-training-for-early-career-teachers.education.gov.uk,"Education, training and skills",False,False,Manage,Transactional service,False,No,No,,,3,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
18,2,recruit an apprentice,['information processing'],"['recording, preparing, sorting, classifying and filing information', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided']",https://www.gov.uk/guidance/creating-an-apprenticeship-advert,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,Education and Skills Funding Agency,https://accounts.manage-apprenticeships.service.gov.uk,"Education, training and skills",False,False,Recruit,Transactional service,False,No,No,,,3,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
19,2,report changes to registered people in your nursery or other daycare,['information processing'],"['recording, preparing, sorting, classifying and filing information', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided']",https://www.gov.uk/guidance/report-changes-to-registered-people-in-your-nursery-or-other-daycare-ey3,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,Ofsted,https://www.report-nursery-daycare-changes.service.gov.uk/submissions/new-form/EY3,"Education, training and skills",False,False,Report,Transactional service,False,No,No,,,3,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
20,3,report a change to carer's allowance,['information processing'],"['assisting in the preparation of budgets, monitoring of expenditures, drafting of contracts and purchasing or acquisition orders', 'performing related administrative tasks to record findings, transactions, violations and determinations', 'performing related administrative tasks to document findings, maintain records and report on actions taken for cases', 'performing related administrative tasks to maintain client records and prepare reports on determinations regarding eligibility, referral decisions, termination of benefits and abuse or fraud', 'recording, preparing, sorting, classifying and filing information', 'verifying the accuracy of information provided']",https://www.gov.uk/carers-allowance-report-change,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,Department for Work and Pensions,https://www.carersallowance.service.gov.uk/circumstances/report-changes/selection,Benefits,False,False,Report,Transactional service,False,No,No,,,6,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
21,3,universal credit,"['information processing', 'problem solving', 'serving/attending']","['performing related administrative tasks to record findings, transactions, violations and determinations', 'performing related administrative tasks to document findings, maintain records and report on actions taken for cases', 'examining applications and other relevant documents to determine types and amounts of benefit which individuals are eligible to receive', 'performing related administrative tasks to maintain client records and prepare reports on determinations regarding eligibility, referral decisions, termination of benefits and abuse or fraud', 'recording, preparing, sorting, classifying and filing information', 'interviewing applicants for public assistance to gather information pertinent to their application', 'verifying the accuracy of information provided', 'providing information and answering questions concerning benefits and claims procedures', 'referring patients or applicants to other organizations if they are ineligible for services']",https://www.gov.uk/universal-credit/how-to-claim,,,,,,0,0,0,1,1,1,0,0,0,0,0,0,0,7,2,Department for Work and Pensions,https://www.gov.uk/universal-credit,Benefits,False,False,Universal,Transactional service,False,No,No,,,9,0,,,,,,,"['RC', 'NRI']",0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.5555555555555556,77.77777777777779
22,3,pay to register a birth abroad,"['information processing', 'serving/attending']","['presiding over or participating in the proceedings of legislative bodies and administrative councils of national, state, regional or local governments or legislative assemblies', 'performing related administrative tasks to document findings, maintain records and report on actions taken for cases', 'assisting clients to identify options and develop plans of action while providing necessary support and assistance', 'assisting clients to identify and access community resources including legal, medical and financial assistance, housing, employment, transportation, assistance with moves, day care and other referral services ', 'recording, preparing, sorting, classifying and filing information', 'responding to telephone or electronic enquiries or forwarding to appropriate person']",https://www.gov.uk/register-a-birth,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,"Foreign, Commonwealth & Development Office",https://pay-register-birth-abroad.service.gov.uk,"Births, deaths, marriages and care",False,False,Payment,Transactional service,False,No,No,,,6,0,,,,,,,"['RC', 'NRI']",0.0,0.0,0.0,0.5,0.5,0.0,50.0
23,3,apply for innovation funding,"['information processing', 'problem solving']","['controlling administrative operations such as budget planning, report preparation, and expenditure on supplies, equipment and services', 'assisting in planning and performing statistical, mathematical, actuarial and related calculations', 'using standard computer software packages to perform mathematical, actuarial, statistical, accounting and related calculations', 'recording, preparing, sorting, classifying and filing information', 'checking figures, preparing invoices and recording details of financial transactions made', 'checking completed work for proper spelling, grammar, punctuation and formatting', 'verifying the accuracy of information provided']",https://www.gov.uk/apply-funding-innovation,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,Innovate UK,https://apply-for-innovation-funding.service.gov.uk,Business and self-employed,False,False,Apply,Transactional service,False,No,No,,,7,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
24,2,teachers: claim back your student loan repayments,"['information processing', 'problem solving']","['examining applications and other relevant documents to determine types and amounts of benefit which individuals are eligible to receive', 'performing related administrative tasks to maintain client records and prepare reports on determinations regarding eligibility, referral decisions, termination of benefits and abuse or fraud', 'recording, preparing, sorting, classifying and filing information', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided']",https://www.gov.uk/guidance/teachers-claim-back-your-student-loan-repayments,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,Department for Education,https://www.claim-additional-teaching-payment.service.gov.uk/student-loans/claim,"Education, training and skills",False,False,Teachers:,Transactional service,False,No,No,,,5,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
25,2,apply for an environmental permit,"['information processing', 'problem solving', 'serving/attending']","['assessing the likely impact that potential or proposed activities, projects and developments may have on the environment, and recommending whether such developments should proceed', ""assessing an organization's compliance with government and internal environmental regulations and guidelines, identifying violations and determining appropriate remedial action"", 'examining applications and relevant documents and determining whether a licence can be granted and the conditions which should be attached', 'performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'recording, preparing, sorting, classifying and filing information', 'responding to telephone or electronic enquiries or forwarding to appropriate person', 'transcribing information onto computers, and proofreading and correcting copy', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided']",https://www.gov.uk/topic/environmental-management/environmental-permits,,,,,,0,0,0,1,1,1,0,0,0,0,3,0,0,6,0,Environment Agency,https://apply-for-environmental-permit.service.gov.uk/,Environment and countryside,False,False,Apply,Transactional service,False,No,No,,,9,0,,,,,,,"['NRA', 'RC']",0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,66.66666666666666
26,1,update your employment details,['information processing'],"['writing and answering business or technical letters and other similar correspondence', 'performing related administrative tasks to document findings, maintain records and report on actions taken for cases', 'recording, preparing, sorting, classifying and filing information', 'preparing reports and correspondence of a routine nature', 'verifying the accuracy of information provided']",https://www.gov.uk/repaying-your-student-loan/update-your-employment-details,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,Student Loans Company,https://www.update-student-loan-employment-details.service.gov.uk/open/captureresidency,"Working, jobs and pensions",False,False,Update,Transactional service,False,No,No,,,5,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
27,3,visit someone in prison,['information processing'],"['drafting administrative correspondence and minutes', 'performing related administrative tasks to document findings, maintain records and report on actions taken for cases', 'preparing reports and correspondence of a routine nature']",https://www.gov.uk/prison-visits,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,Ministry of Justice,https://www.prisonvisits.service.gov.uk/,"Crime, justice and the law",True,False,Visit,Transactional service,False,No,No,,,3,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
28,2,check for flooding,['serving/attending'],"['assisting clients to identify options and develop plans of action while providing necessary support and assistance', 'responding to telephone or electronic enquiries or forwarding to appropriate person']",https://check-for-flooding.service.gov.uk/,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Environment Agency,https://check-for-flooding.service.gov.uk,Environment and countryside,False,False,Check,Transactional service,False,No,No,,,2,0,,,,,,,"['RC', 'NRI']",0.0,0.0,0.0,0.5,0.5,0.0,50.0
29,1,"notify authorities of imports of products, animals, food and feed",['information processing'],"['performing related administrative tasks to document findings, maintain records and report on actions taken for cases', 'recording, preparing, sorting, classifying and filing information', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided']",https://www.gov.uk/guidance/import-of-products-animals-food-and-feed-system,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,Animal and Plant Health Agency,https://www.gov.uk/guidance/import-of-products-animals-food-and-feed-system,Environment and countryside,False,False,Notify,Transactional service,False,No,No,,,4,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
